epoca,a,b,mse
18518,2.0000018834,1.0259573574,0.2317260944
18519,2.0000018834,1.0259573574,0.2317260944
18520,2.0000018834,1.0259573574,0.2317260944
18521,2.0000018834,1.0259573574,0.2317260944
18522,2.0000018834,1.0259573574,0.2317260944
18523,2.0000018834,1.0259573574,0.2317260944
18524,2.0000018834,1.0259573574,0.2317260944
18525,2.0000018834,1.0259573574,0.2317260944
18526,2.0000018834,1.0259573574,0.2317260944
18527,2.0000018834,1.0259573574,0.2317260944
18528,2.0000018834,1.0259573574,0.2317260944
18529,2.0000018834,1.0259573574,0.2317260944
18530,2.0000018834,1.0259573574,0.2317260944
18531,2.0000018834,1.0259573574,0.2317260944
18532,2.0000018834,1.0259573574,0.2317260944
18533,2.0000018834,1.0259573574,0.2317260944
18534,2.0000018834,1.0259573574,0.2317260944
18535,2.0000018834,1.0259573574,0.2317260944
18536,2.0000018834,1.0259573574,0.2317260944
18537,2.0000018834,1.0259573574,0.2317260944
18538,2.0000018834,1.0259573574,0.2317260944
18539,2.0000018834,1.0259573574,0.2317260944
18540,2.0000018834,1.0259573574,0.2317260944
18541,2.0000018834,1.0259573574,0.2317260944
18542,2.0000018834,1.0259573574,0.2317260944
18543,2.0000018834,1.0259573574,0.2317260944
18544,2.0000018834,1.0259573574,0.2317260944
18545,2.0000018834,1.0259573574,0.2317260944
18546,2.0000018834,1.0259573574,0.2317260944
18547,2.0000018834,1.0259573574,0.2317260944
18548,2.0000018834,1.0259573574,0.2317260944
18549,2.0000018834,1.0259573574,0.2317260944
18550,2.0000018834,1.0259573574,0.2317260944
18551,2.0000018834,1.0259573574,0.2317260944
18552,2.0000018834,1.0259573574,0.2317260944
18553,2.0000018834,1.0259573574,0.2317260944
18554,2.0000018834,1.0259573574,0.2317260944
18555,2.0000018834,1.0259573574,0.2317260944
18556,2.0000018834,1.0259573574,0.2317260944
18557,2.0000018834,1.0259573574,0.2317260944
18558,2.0000018834,1.0259573574,0.2317260944
18559,2.0000018834,1.0259573574,0.2317260944
18560,2.0000018834,1.0259573574,0.2317260944
18561,2.0000018834,1.0259573574,0.2317260944
18562,2.0000018834,1.0259573574,0.2317260944
18563,2.0000018834,1.0259573574,0.2317260944
18564,2.0000018834,1.0259573574,0.2317260944
18565,2.0000018834,1.0259573574,0.2317260944
18566,2.0000018834,1.0259573574,0.2317260944
18567,2.0000018834,1.0259573574,0.2317260944
18568,2.0000018834,1.0259573574,0.2317260944
18569,2.0000018834,1.0259573574,0.2317260944
18570,2.0000018834,1.0259573574,0.2317260944
18571,2.0000018834,1.0259573574,0.2317260944
18572,2.0000018834,1.0259573574,0.2317260944
18573,2.0000018834,1.0259573574,0.2317260944
18574,2.0000018834,1.0259573574,0.2317260944
18575,2.0000018834,1.0259573574,0.2317260944
18576,2.0000018834,1.0259573574,0.2317260944
18577,2.0000018834,1.0259573574,0.2317260944
18578,2.0000018834,1.0259573574,0.2317260944
18579,2.0000018834,1.0259573574,0.2317260944
18580,2.0000018834,1.0259573574,0.2317260944
18581,2.0000018834,1.0259573574,0.2317260944
18582,2.0000018834,1.0259573574,0.2317260944
18583,2.0000018834,1.0259573574,0.2317260944
18584,2.0000018834,1.0259573574,0.2317260944
18585,2.0000018834,1.0259573574,0.2317260944
18586,2.0000018834,1.0259573574,0.2317260944
18587,2.0000018834,1.0259573574,0.2317260944
18588,2.0000018834,1.0259573574,0.2317260944
18589,2.0000018834,1.0259573574,0.2317260944
18590,2.0000018834,1.0259573574,0.2317260944
18591,2.0000018834,1.0259573574,0.2317260944
18592,2.0000018834,1.0259573574,0.2317260944
18593,2.0000018834,1.0259573574,0.2317260944
18594,2.0000018834,1.0259573574,0.2317260944
18595,2.0000018834,1.0259573574,0.2317260944
18596,2.0000018834,1.0259573574,0.2317260944
18597,2.0000018834,1.0259573574,0.2317260944
18598,2.0000018834,1.0259573574,0.2317260944
18599,2.0000018834,1.0259573574,0.2317260944
18600,2.0000018834,1.0259573574,0.2317260944
18601,2.0000018834,1.0259573574,0.2317260944
18602,2.0000018834,1.0259573574,0.2317260944
18603,2.0000018834,1.0259573574,0.2317260944
18604,2.0000018834,1.0259573574,0.2317260944
18605,2.0000018834,1.0259573574,0.2317260944
18606,2.0000018834,1.0259573574,0.2317260944
18607,2.0000018834,1.0259573574,0.2317260944
18608,2.0000018834,1.0259573574,0.2317260944
18609,2.0000018834,1.0259573574,0.2317260944
18610,2.0000018834,1.0259573574,0.2317260944
18611,2.0000018834,1.0259573574,0.2317260944
18612,2.0000018834,1.0259573574,0.2317260944
18613,2.0000018834,1.0259573574,0.2317260944
18614,2.0000018834,1.0259573574,0.2317260944
18615,2.0000018834,1.0259573574,0.2317260944
18616,2.0000018834,1.0259573574,0.2317260944
18617,2.0000018834,1.0259573574,0.2317260944
18618,2.0000018834,1.0259573574,0.2317260944
18619,2.0000018834,1.0259573574,0.2317260944
18620,2.0000018834,1.0259573574,0.2317260944
18621,2.0000018834,1.0259573574,0.2317260944
18622,2.0000018834,1.0259573574,0.2317260944
18623,2.0000018834,1.0259573574,0.2317260944
18624,2.0000018834,1.0259573574,0.2317260944
18625,2.0000018834,1.0259573574,0.2317260944
18626,2.0000018834,1.0259573574,0.2317260944
18627,2.0000018834,1.0259573574,0.2317260944
18628,2.0000018834,1.0259573574,0.2317260944
18629,2.0000018834,1.0259573574,0.2317260944
18630,2.0000018834,1.0259573574,0.2317260944
18631,2.0000018834,1.0259573574,0.2317260944
18632,2.0000018834,1.0259573574,0.2317260944
18633,2.0000018834,1.0259573574,0.2317260944
18634,2.0000018834,1.0259573574,0.2317260944
18635,2.0000018834,1.0259573574,0.2317260944
18636,2.0000018834,1.0259573574,0.2317260944
18637,2.0000018834,1.0259573574,0.2317260944
18638,2.0000018834,1.0259573574,0.2317260944
18639,2.0000018834,1.0259573574,0.2317260944
18640,2.0000018834,1.0259573574,0.2317260944
18641,2.0000018834,1.0259573574,0.2317260944
18642,2.0000018834,1.0259573574,0.2317260944
18643,2.0000018834,1.0259573574,0.2317260944
18644,2.0000018834,1.0259573574,0.2317260944
18645,2.0000018834,1.0259573574,0.2317260944
18646,2.0000018834,1.0259573574,0.2317260944
18647,2.0000018834,1.0259573574,0.2317260944
18648,2.0000018834,1.0259573574,0.2317260944
18649,2.0000018834,1.0259573574,0.2317260944
18650,2.0000018834,1.0259573574,0.2317260944
18651,2.0000018834,1.0259573574,0.2317260944
18652,2.0000018834,1.0259573574,0.2317260944
18653,2.0000018834,1.0259573574,0.2317260944
18654,2.0000018834,1.0259573574,0.2317260944
18655,2.0000018834,1.0259573574,0.2317260944
18656,2.0000018834,1.0259573574,0.2317260944
18657,2.0000018834,1.0259573574,0.2317260944
18658,2.0000018834,1.0259573574,0.2317260944
18659,2.0000018834,1.0259573574,0.2317260944
18660,2.0000018834,1.0259573574,0.2317260944
18661,2.0000018834,1.0259573574,0.2317260944
18662,2.0000018834,1.0259573574,0.2317260944
18663,2.0000018834,1.0259573574,0.2317260944
18664,2.0000018834,1.0259573574,0.2317260944
18665,2.0000018834,1.0259573574,0.2317260944
18666,2.0000018834,1.0259573574,0.2317260944
18667,2.0000018834,1.0259573574,0.2317260944
18668,2.0000018834,1.0259573574,0.2317260944
18669,2.0000018834,1.0259573574,0.2317260944
18670,2.0000018834,1.0259573574,0.2317260944
18671,2.0000018834,1.0259573574,0.2317260944
18672,2.0000018834,1.0259573574,0.2317260944
18673,2.0000018834,1.0259573574,0.2317260944
18674,2.0000018834,1.0259573574,0.2317260944
18675,2.0000018834,1.0259573574,0.2317260944
18676,2.0000018834,1.0259573574,0.2317260944
18677,2.0000018834,1.0259573574,0.2317260944
18678,2.0000018834,1.0259573574,0.2317260944
18679,2.0000018834,1.0259573574,0.2317260944
18680,2.0000018834,1.0259573574,0.2317260944
18681,2.0000018834,1.0259573574,0.2317260944
18682,2.0000018834,1.0259573574,0.2317260944
18683,2.0000018834,1.0259573574,0.2317260944
18684,2.0000018834,1.0259573574,0.2317260944
18685,2.0000018834,1.0259573574,0.2317260944
18686,2.0000018834,1.0259573574,0.2317260944
18687,2.0000018834,1.0259573574,0.2317260944
18688,2.0000018834,1.0259573574,0.2317260944
18689,2.0000018834,1.0259573574,0.2317260944
18690,2.0000018834,1.0259573574,0.2317260944
18691,2.0000018834,1.0259573574,0.2317260944
18692,2.0000018834,1.0259573574,0.2317260944
18693,2.0000018834,1.0259573574,0.2317260944
18694,2.0000018834,1.0259573574,0.2317260944
18695,2.0000018834,1.0259573574,0.2317260944
18696,2.0000018834,1.0259573574,0.2317260944
18697,2.0000018834,1.0259573574,0.2317260944
18698,2.0000018834,1.0259573574,0.2317260944
18699,2.0000018834,1.0259573574,0.2317260944
18700,2.0000018834,1.0259573574,0.2317260944
18701,2.0000018834,1.0259573574,0.2317260944
18702,2.0000018834,1.0259573574,0.2317260944
18703,2.0000018834,1.0259573574,0.2317260944
18704,2.0000018834,1.0259573574,0.2317260944
18705,2.0000018834,1.0259573574,0.2317260944
18706,2.0000018834,1.0259573574,0.2317260944
18707,2.0000018834,1.0259573574,0.2317260944
18708,2.0000018834,1.0259573574,0.2317260944
18709,2.0000018834,1.0259573574,0.2317260944
18710,2.0000018834,1.0259573574,0.2317260944
18711,2.0000018834,1.0259573574,0.2317260944
18712,2.0000018834,1.0259573574,0.2317260944
18713,2.0000018834,1.0259573574,0.2317260944
18714,2.0000018834,1.0259573574,0.2317260944
18715,2.0000018834,1.0259573574,0.2317260944
18716,2.0000018834,1.0259573574,0.2317260944
18717,2.0000018834,1.0259573574,0.2317260944
18718,2.0000018834,1.0259573574,0.2317260944
18719,2.0000018834,1.0259573574,0.2317260944
18720,2.0000018834,1.0259573574,0.2317260944
18721,2.0000018834,1.0259573574,0.2317260944
18722,2.0000018834,1.0259573574,0.2317260944
18723,2.0000018834,1.0259573574,0.2317260944
18724,2.0000018834,1.0259573574,0.2317260944
18725,2.0000018834,1.0259573574,0.2317260944
18726,2.0000018834,1.0259573574,0.2317260944
18727,2.0000018834,1.0259573574,0.2317260944
18728,2.0000018834,1.0259573574,0.2317260944
18729,2.0000018834,1.0259573574,0.2317260944
18730,2.0000018834,1.0259573574,0.2317260944
18731,2.0000018834,1.0259573574,0.2317260944
18732,2.0000018834,1.0259573574,0.2317260944
18733,2.0000018834,1.0259573574,0.2317260944
18734,2.0000018834,1.0259573574,0.2317260944
18735,2.0000018834,1.0259573574,0.2317260944
18736,2.0000018834,1.0259573574,0.2317260944
18737,2.0000018834,1.0259573574,0.2317260944
18738,2.0000018834,1.0259573574,0.2317260944
18739,2.0000018834,1.0259573574,0.2317260944
18740,2.0000018834,1.0259573574,0.2317260944
18741,2.0000018834,1.0259573574,0.2317260944
18742,2.0000018834,1.0259573574,0.2317260944
18743,2.0000018834,1.0259573574,0.2317260944
18744,2.0000018834,1.0259573574,0.2317260944
18745,2.0000018834,1.0259573574,0.2317260944
18746,2.0000018834,1.0259573574,0.2317260944
18747,2.0000018834,1.0259573574,0.2317260944
18748,2.0000018834,1.0259573574,0.2317260944
18749,2.0000018834,1.0259573574,0.2317260944
18750,2.0000018834,1.0259573574,0.2317260944
18751,2.0000018834,1.0259573574,0.2317260944
18752,2.0000018834,1.0259573574,0.2317260944
18753,2.0000018834,1.0259573574,0.2317260944
18754,2.0000018834,1.0259573574,0.2317260944
18755,2.0000018834,1.0259573574,0.2317260944
18756,2.0000018834,1.0259573574,0.2317260944
18757,2.0000018834,1.0259573574,0.2317260944
18758,2.0000018834,1.0259573574,0.2317260944
18759,2.0000018834,1.0259573574,0.2317260944
18760,2.0000018834,1.0259573574,0.2317260944
18761,2.0000018834,1.0259573574,0.2317260944
18762,2.0000018834,1.0259573574,0.2317260944
18763,2.0000018834,1.0259573574,0.2317260944
18764,2.0000018834,1.0259573574,0.2317260944
18765,2.0000018834,1.0259573574,0.2317260944
18766,2.0000018834,1.0259573574,0.2317260944
18767,2.0000018834,1.0259573574,0.2317260944
18768,2.0000018834,1.0259573574,0.2317260944
18769,2.0000018834,1.0259573574,0.2317260944
18770,2.0000018834,1.0259573574,0.2317260944
18771,2.0000018834,1.0259573574,0.2317260944
18772,2.0000018834,1.0259573574,0.2317260944
18773,2.0000018834,1.0259573574,0.2317260944
18774,2.0000018834,1.0259573574,0.2317260944
18775,2.0000018834,1.0259573574,0.2317260944
18776,2.0000018834,1.0259573574,0.2317260944
18777,2.0000018834,1.0259573574,0.2317260944
18778,2.0000018834,1.0259573574,0.2317260944
18779,2.0000018834,1.0259573574,0.2317260944
18780,2.0000018834,1.0259573574,0.2317260944
18781,2.0000018834,1.0259573574,0.2317260944
18782,2.0000018834,1.0259573574,0.2317260944
18783,2.0000018834,1.0259573574,0.2317260944
18784,2.0000018834,1.0259573574,0.2317260944
18785,2.0000018834,1.0259573574,0.2317260944
18786,2.0000018834,1.0259573574,0.2317260944
18787,2.0000018834,1.0259573574,0.2317260944
18788,2.0000018834,1.0259573574,0.2317260944
18789,2.0000018834,1.0259573574,0.2317260944
18790,2.0000018834,1.0259573574,0.2317260944
18791,2.0000018834,1.0259573574,0.2317260944
18792,2.0000018834,1.0259573574,0.2317260944
18793,2.0000018834,1.0259573574,0.2317260944
18794,2.0000018834,1.0259573574,0.2317260944
18795,2.0000018834,1.0259573574,0.2317260944
18796,2.0000018834,1.0259573574,0.2317260944
18797,2.0000018834,1.0259573574,0.2317260944
18798,2.0000018834,1.0259573574,0.2317260944
18799,2.0000018834,1.0259573574,0.2317260944
18800,2.0000018834,1.0259573574,0.2317260944
18801,2.0000018834,1.0259573574,0.2317260944
18802,2.0000018834,1.0259573574,0.2317260944
18803,2.0000018834,1.0259573574,0.2317260944
18804,2.0000018834,1.0259573574,0.2317260944
18805,2.0000018834,1.0259573574,0.2317260944
18806,2.0000018834,1.0259573574,0.2317260944
18807,2.0000018834,1.0259573574,0.2317260944
18808,2.0000018834,1.0259573574,0.2317260944
18809,2.0000018834,1.0259573574,0.2317260944
18810,2.0000018834,1.0259573574,0.2317260944
18811,2.0000018834,1.0259573574,0.2317260944
18812,2.0000018834,1.0259573574,0.2317260944
18813,2.0000018834,1.0259573574,0.2317260944
18814,2.0000018834,1.0259573574,0.2317260944
18815,2.0000018834,1.0259573574,0.2317260944
18816,2.0000018834,1.0259573574,0.2317260944
18817,2.0000018834,1.0259573574,0.2317260944
18818,2.0000018834,1.0259573574,0.2317260944
18819,2.0000018834,1.0259573574,0.2317260944
18820,2.0000018834,1.0259573574,0.2317260944
18821,2.0000018834,1.0259573574,0.2317260944
18822,2.0000018834,1.0259573574,0.2317260944
18823,2.0000018834,1.0259573574,0.2317260944
18824,2.0000018834,1.0259573574,0.2317260944
18825,2.0000018834,1.0259573574,0.2317260944
18826,2.0000018834,1.0259573574,0.2317260944
18827,2.0000018834,1.0259573574,0.2317260944
18828,2.0000018834,1.0259573574,0.2317260944
18829,2.0000018834,1.0259573574,0.2317260944
18830,2.0000018834,1.0259573574,0.2317260944
18831,2.0000018834,1.0259573574,0.2317260944
18832,2.0000018834,1.0259573574,0.2317260944
18833,2.0000018834,1.0259573574,0.2317260944
18834,2.0000018834,1.0259573574,0.2317260944
18835,2.0000018834,1.0259573574,0.2317260944
18836,2.0000018834,1.0259573574,0.2317260944
18837,2.0000018834,1.0259573574,0.2317260944
18838,2.0000018834,1.0259573574,0.2317260944
18839,2.0000018834,1.0259573574,0.2317260944
18840,2.0000018834,1.0259573574,0.2317260944
18841,2.0000018834,1.0259573574,0.2317260944
18842,2.0000018834,1.0259573574,0.2317260944
18843,2.0000018834,1.0259573574,0.2317260944
18844,2.0000018834,1.0259573574,0.2317260944
18845,2.0000018834,1.0259573574,0.2317260944
18846,2.0000018834,1.0259573574,0.2317260944
18847,2.0000018834,1.0259573574,0.2317260944
18848,2.0000018834,1.0259573574,0.2317260944
18849,2.0000018834,1.0259573574,0.2317260944
18850,2.0000018834,1.0259573574,0.2317260944
18851,2.0000018834,1.0259573574,0.2317260944
18852,2.0000018834,1.0259573574,0.2317260944
18853,2.0000018834,1.0259573574,0.2317260944
18854,2.0000018834,1.0259573574,0.2317260944
18855,2.0000018834,1.0259573574,0.2317260944
18856,2.0000018834,1.0259573574,0.2317260944
18857,2.0000018834,1.0259573574,0.2317260944
18858,2.0000018834,1.0259573574,0.2317260944
18859,2.0000018834,1.0259573574,0.2317260944
18860,2.0000018834,1.0259573574,0.2317260944
18861,2.0000018834,1.0259573574,0.2317260944
18862,2.0000018834,1.0259573574,0.2317260944
18863,2.0000018834,1.0259573574,0.2317260944
18864,2.0000018834,1.0259573574,0.2317260944
18865,2.0000018834,1.0259573574,0.2317260944
18866,2.0000018834,1.0259573574,0.2317260944
18867,2.0000018834,1.0259573574,0.2317260944
18868,2.0000018834,1.0259573574,0.2317260944
18869,2.0000018834,1.0259573574,0.2317260944
18870,2.0000018834,1.0259573574,0.2317260944
18871,2.0000018834,1.0259573574,0.2317260944
18872,2.0000018834,1.0259573574,0.2317260944
18873,2.0000018834,1.0259573574,0.2317260944
18874,2.0000018834,1.0259573574,0.2317260944
18875,2.0000018834,1.0259573574,0.2317260944
18876,2.0000018834,1.0259573574,0.2317260944
18877,2.0000018834,1.0259573574,0.2317260944
18878,2.0000018834,1.0259573574,0.2317260944
18879,2.0000018834,1.0259573574,0.2317260944
18880,2.0000018834,1.0259573574,0.2317260944
18881,2.0000018834,1.0259573574,0.2317260944
18882,2.0000018834,1.0259573574,0.2317260944
18883,2.0000018834,1.0259573574,0.2317260944
18884,2.0000018834,1.0259573574,0.2317260944
18885,2.0000018834,1.0259573574,0.2317260944
18886,2.0000018834,1.0259573574,0.2317260944
18887,2.0000018834,1.0259573574,0.2317260944
18888,2.0000018834,1.0259573574,0.2317260944
18889,2.0000018834,1.0259573574,0.2317260944
18890,2.0000018834,1.0259573574,0.2317260944
18891,2.0000018834,1.0259573574,0.2317260944
18892,2.0000018834,1.0259573574,0.2317260944
18893,2.0000018834,1.0259573574,0.2317260944
18894,2.0000018834,1.0259573574,0.2317260944
18895,2.0000018834,1.0259573574,0.2317260944
18896,2.0000018834,1.0259573574,0.2317260944
18897,2.0000018834,1.0259573574,0.2317260944
18898,2.0000018834,1.0259573574,0.2317260944
18899,2.0000018834,1.0259573574,0.2317260944
18900,2.0000018834,1.0259573574,0.2317260944
18901,2.0000018834,1.0259573574,0.2317260944
18902,2.0000018834,1.0259573574,0.2317260944
18903,2.0000018834,1.0259573574,0.2317260944
18904,2.0000018834,1.0259573574,0.2317260944
18905,2.0000018834,1.0259573574,0.2317260944
18906,2.0000018834,1.0259573574,0.2317260944
18907,2.0000018834,1.0259573574,0.2317260944
18908,2.0000018834,1.0259573574,0.2317260944
18909,2.0000018834,1.0259573574,0.2317260944
18910,2.0000018834,1.0259573574,0.2317260944
18911,2.0000018834,1.0259573574,0.2317260944
18912,2.0000018834,1.0259573574,0.2317260944
18913,2.0000018834,1.0259573574,0.2317260944
18914,2.0000018834,1.0259573574,0.2317260944
18915,2.0000018834,1.0259573574,0.2317260944
18916,2.0000018834,1.0259573574,0.2317260944
18917,2.0000018834,1.0259573574,0.2317260944
18918,2.0000018834,1.0259573574,0.2317260944
18919,2.0000018834,1.0259573574,0.2317260944
18920,2.0000018834,1.0259573574,0.2317260944
18921,2.0000018834,1.0259573574,0.2317260944
18922,2.0000018834,1.0259573574,0.2317260944
18923,2.0000018834,1.0259573574,0.2317260944
18924,2.0000018834,1.0259573574,0.2317260944
18925,2.0000018834,1.0259573574,0.2317260944
18926,2.0000018834,1.0259573574,0.2317260944
18927,2.0000018834,1.0259573574,0.2317260944
18928,2.0000018834,1.0259573574,0.2317260944
18929,2.0000018834,1.0259573574,0.2317260944
18930,2.0000018834,1.0259573574,0.2317260944
18931,2.0000018834,1.0259573574,0.2317260944
18932,2.0000018834,1.0259573574,0.2317260944
18933,2.0000018834,1.0259573574,0.2317260944
18934,2.0000018834,1.0259573574,0.2317260944
18935,2.0000018834,1.0259573574,0.2317260944
18936,2.0000018834,1.0259573574,0.2317260944
18937,2.0000018834,1.0259573574,0.2317260944
18938,2.0000018834,1.0259573574,0.2317260944
18939,2.0000018834,1.0259573574,0.2317260944
18940,2.0000018834,1.0259573574,0.2317260944
18941,2.0000018834,1.0259573574,0.2317260944
18942,2.0000018834,1.0259573574,0.2317260944
18943,2.0000018834,1.0259573574,0.2317260944
18944,2.0000018834,1.0259573574,0.2317260944
18945,2.0000018834,1.0259573574,0.2317260944
18946,2.0000018834,1.0259573574,0.2317260944
18947,2.0000018834,1.0259573574,0.2317260944
18948,2.0000018834,1.0259573574,0.2317260944
18949,2.0000018834,1.0259573574,0.2317260944
18950,2.0000018834,1.0259573574,0.2317260944
18951,2.0000018834,1.0259573574,0.2317260944
18952,2.0000018834,1.0259573574,0.2317260944
18953,2.0000018834,1.0259573574,0.2317260944
18954,2.0000018834,1.0259573574,0.2317260944
18955,2.0000018834,1.0259573574,0.2317260944
18956,2.0000018834,1.0259573574,0.2317260944
18957,2.0000018834,1.0259573574,0.2317260944
18958,2.0000018834,1.0259573574,0.2317260944
18959,2.0000018834,1.0259573574,0.2317260944
18960,2.0000018834,1.0259573574,0.2317260944
18961,2.0000018834,1.0259573574,0.2317260944
18962,2.0000018834,1.0259573574,0.2317260944
18963,2.0000018834,1.0259573574,0.2317260944
18964,2.0000018834,1.0259573574,0.2317260944
18965,2.0000018834,1.0259573574,0.2317260944
18966,2.0000018834,1.0259573574,0.2317260944
18967,2.0000018834,1.0259573574,0.2317260944
18968,2.0000018834,1.0259573574,0.2317260944
18969,2.0000018834,1.0259573574,0.2317260944
18970,2.0000018834,1.0259573574,0.2317260944
18971,2.0000018834,1.0259573574,0.2317260944
18972,2.0000018834,1.0259573574,0.2317260944
18973,2.0000018834,1.0259573574,0.2317260944
18974,2.0000018834,1.0259573574,0.2317260944
18975,2.0000018834,1.0259573574,0.2317260944
18976,2.0000018834,1.0259573574,0.2317260944
18977,2.0000018834,1.0259573574,0.2317260944
18978,2.0000018834,1.0259573574,0.2317260944
18979,2.0000018834,1.0259573574,0.2317260944
18980,2.0000018834,1.0259573574,0.2317260944
18981,2.0000018834,1.0259573574,0.2317260944
18982,2.0000018834,1.0259573574,0.2317260944
18983,2.0000018834,1.0259573574,0.2317260944
18984,2.0000018834,1.0259573574,0.2317260944
18985,2.0000018834,1.0259573574,0.2317260944
18986,2.0000018834,1.0259573574,0.2317260944
18987,2.0000018834,1.0259573574,0.2317260944
18988,2.0000018834,1.0259573574,0.2317260944
18989,2.0000018834,1.0259573574,0.2317260944
18990,2.0000018834,1.0259573574,0.2317260944
18991,2.0000018834,1.0259573574,0.2317260944
18992,2.0000018834,1.0259573574,0.2317260944
18993,2.0000018834,1.0259573574,0.2317260944
18994,2.0000018834,1.0259573574,0.2317260944
18995,2.0000018834,1.0259573574,0.2317260944
18996,2.0000018834,1.0259573574,0.2317260944
18997,2.0000018834,1.0259573574,0.2317260944
18998,2.0000018834,1.0259573574,0.2317260944
18999,2.0000018834,1.0259573574,0.2317260944
19000,2.0000018834,1.0259573574,0.2317260944
19001,2.0000018834,1.0259573574,0.2317260944
19002,2.0000018834,1.0259573574,0.2317260944
19003,2.0000018834,1.0259573574,0.2317260944
19004,2.0000018834,1.0259573574,0.2317260944
19005,2.0000018834,1.0259573574,0.2317260944
19006,2.0000018834,1.0259573574,0.2317260944
19007,2.0000018834,1.0259573574,0.2317260944
19008,2.0000018834,1.0259573574,0.2317260944
19009,2.0000018834,1.0259573574,0.2317260944
19010,2.0000018834,1.0259573574,0.2317260944
19011,2.0000018834,1.0259573574,0.2317260944
19012,2.0000018834,1.0259573574,0.2317260944
19013,2.0000018834,1.0259573574,0.2317260944
19014,2.0000018834,1.0259573574,0.2317260944
19015,2.0000018834,1.0259573574,0.2317260944
19016,2.0000018834,1.0259573574,0.2317260944
19017,2.0000018834,1.0259573574,0.2317260944
19018,2.0000018834,1.0259573574,0.2317260944
19019,2.0000018834,1.0259573574,0.2317260944
19020,2.0000018834,1.0259573574,0.2317260944
19021,2.0000018834,1.0259573574,0.2317260944
19022,2.0000018834,1.0259573574,0.2317260944
19023,2.0000018834,1.0259573574,0.2317260944
19024,2.0000018834,1.0259573574,0.2317260944
19025,2.0000018834,1.0259573574,0.2317260944
19026,2.0000018834,1.0259573574,0.2317260944
19027,2.0000018834,1.0259573574,0.2317260944
19028,2.0000018834,1.0259573574,0.2317260944
19029,2.0000018834,1.0259573574,0.2317260944
19030,2.0000018834,1.0259573574,0.2317260944
19031,2.0000018834,1.0259573574,0.2317260944
19032,2.0000018834,1.0259573574,0.2317260944
19033,2.0000018834,1.0259573574,0.2317260944
19034,2.0000018834,1.0259573574,0.2317260944
19035,2.0000018834,1.0259573574,0.2317260944
19036,2.0000018834,1.0259573574,0.2317260944
19037,2.0000018834,1.0259573574,0.2317260944
19038,2.0000018834,1.0259573574,0.2317260944
19039,2.0000018834,1.0259573574,0.2317260944
19040,2.0000018834,1.0259573574,0.2317260944
19041,2.0000018834,1.0259573574,0.2317260944
19042,2.0000018834,1.0259573574,0.2317260944
19043,2.0000018834,1.0259573574,0.2317260944
19044,2.0000018834,1.0259573574,0.2317260944
19045,2.0000018834,1.0259573574,0.2317260944
19046,2.0000018834,1.0259573574,0.2317260944
19047,2.0000018834,1.0259573574,0.2317260944
19048,2.0000018834,1.0259573574,0.2317260944
19049,2.0000018834,1.0259573574,0.2317260944
19050,2.0000018834,1.0259573574,0.2317260944
19051,2.0000018834,1.0259573574,0.2317260944
19052,2.0000018834,1.0259573574,0.2317260944
19053,2.0000018834,1.0259573574,0.2317260944
19054,2.0000018834,1.0259573574,0.2317260944
19055,2.0000018834,1.0259573574,0.2317260944
19056,2.0000018834,1.0259573574,0.2317260944
19057,2.0000018834,1.0259573574,0.2317260944
19058,2.0000018834,1.0259573574,0.2317260944
19059,2.0000018834,1.0259573574,0.2317260944
19060,2.0000018834,1.0259573574,0.2317260944
19061,2.0000018834,1.0259573574,0.2317260944
19062,2.0000018834,1.0259573574,0.2317260944
19063,2.0000018834,1.0259573574,0.2317260944
19064,2.0000018834,1.0259573574,0.2317260944
19065,2.0000018834,1.0259573574,0.2317260944
19066,2.0000018834,1.0259573574,0.2317260944
19067,2.0000018834,1.0259573574,0.2317260944
19068,2.0000018834,1.0259573574,0.2317260944
19069,2.0000018834,1.0259573574,0.2317260944
19070,2.0000018834,1.0259573574,0.2317260944
19071,2.0000018834,1.0259573574,0.2317260944
19072,2.0000018834,1.0259573574,0.2317260944
19073,2.0000018834,1.0259573574,0.2317260944
19074,2.0000018834,1.0259573574,0.2317260944
19075,2.0000018834,1.0259573574,0.2317260944
19076,2.0000018834,1.0259573574,0.2317260944
19077,2.0000018834,1.0259573574,0.2317260944
19078,2.0000018834,1.0259573574,0.2317260944
19079,2.0000018834,1.0259573574,0.2317260944
19080,2.0000018834,1.0259573574,0.2317260944
19081,2.0000018834,1.0259573574,0.2317260944
19082,2.0000018834,1.0259573574,0.2317260944
19083,2.0000018834,1.0259573574,0.2317260944
19084,2.0000018834,1.0259573574,0.2317260944
19085,2.0000018834,1.0259573574,0.2317260944
19086,2.0000018834,1.0259573574,0.2317260944
19087,2.0000018834,1.0259573574,0.2317260944
19088,2.0000018834,1.0259573574,0.2317260944
19089,2.0000018834,1.0259573574,0.2317260944
19090,2.0000018834,1.0259573574,0.2317260944
19091,2.0000018834,1.0259573574,0.2317260944
19092,2.0000018834,1.0259573574,0.2317260944
19093,2.0000018834,1.0259573574,0.2317260944
19094,2.0000018834,1.0259573574,0.2317260944
19095,2.0000018834,1.0259573574,0.2317260944
19096,2.0000018834,1.0259573574,0.2317260944
19097,2.0000018834,1.0259573574,0.2317260944
19098,2.0000018834,1.0259573574,0.2317260944
19099,2.0000018834,1.0259573574,0.2317260944
